,R_fighter,B_fighter,winner,weight_class,no_of_rounds,R_Stance,R_age,R_Height_cms,R_Reach_cms,B_Stance,B_age,B_Height_cms,B_Reach_cms
1908,Tim Boetsch,Dan Henderson,Blue,Middleweight,5,Orthodox,34.0,182.88,187.96,Orthodox,44.0,180.34,187.96
1909,Ben Rothwell,Matt Mitrione,Red,Heavyweight,3,Orthodox,33.0,193.04,198.12,Switch,36.0,190.5,200.66
1910,Dustin Poirier,Yancy Medeiros,Red,Lightweight,3,Southpaw,26.0,175.26,182.88,Orthodox,27.0,177.8,190.5
1911,Thiago Tavares,Brian Ortega,Blue,Featherweight,3,Orthodox,30.0,170.18,172.72,Switch,24.0,172.72,175.26
1912,Joe Soto,Anthony Birchak,Blue,Bantamweight,3,Orthodox,28.0,167.64,165.1,Orthodox,29.0,172.72,175.26
1913,Francisco Rivera,Alex Caceres,Red,Bantamweight,3,Orthodox,33.0,172.72,172.72,Southpaw,26.0,177.8,185.42
1914,Shawn Jordan,Derrick Lewis,Red,Heavyweight,3,Southpaw,30.0,182.88,190.5,Orthodox,30.0,190.5,200.66
1915,Brian Ebersole,Omari Akhmedov,Blue,Welterweight,3,Southpaw,34.0,182.88,185.42,Orthodox,27.0,182.88,185.42
1916,Chris Wade,Christos Giagos,Red,Lightweight,3,Orthodox,27.0,177.8,177.8,Orthodox,25.0,177.8,180.34
1917,Joe Proctor,Justin Edwards,Red,Lightweight,3,Orthodox,29.0,177.8,182.88,Orthodox,32.0,177.8,177.8
1918,Ricardo Abreu,Jake Collier,Blue,Middleweight,3,Orthodox,31.0,180.34,185.42,Orthodox,26.0,190.5,198.12
1919,Jose Quinonez,Leonardo Morales,Red,Bantamweight,3,,24.0,172.72,175.26,Southpaw,22.0,172.72,172.72
1920,Carlos Condit,Thiago Alves,Red,Welterweight,5,Orthodox,31.0,187.96,190.5,Orthodox,31.0,175.26,177.8
1921,Nik Lentz,Charles Oliveira,Blue,Featherweight,3,Orthodox,30.0,172.72,172.72,Orthodox,25.0,177.8,187.96
1922,KJ Noons,Alex Oliveira,Blue,Welterweight,3,Orthodox,32.0,177.8,182.88,Orthodox,27.0,180.34,193.04
1923,Francimar Barroso,Ryan Jimmo,Red,Light Heavyweight,3,Orthodox,35.0,185.42,190.5,Orthodox,33.0,185.42,185.42
1924,Francisco Trinaldo,Norman Parke,Red,Lightweight,3,Southpaw,36.0,175.26,177.8,,28.0,180.34,177.8
1925,Wendell Oliveira,Darren Till,Blue,Welterweight,3,Orthodox,31.0,177.8,182.88,Southpaw,22.0,182.88,187.96
1927,Jussier Formiga,Wilson Reis,Red,Flyweight,3,Orthodox,30.0,165.1,170.18,Southpaw,30.0,162.56,165.1
1928,Elizeu Zaleski dos Santos,Nicolas Dalby,Blue,Welterweight,3,Orthodox,28.0,180.34,185.42,Orthodox,30.0,180.34,187.96
1929,Lucas Martins,Mirsad Bektic,Blue,Featherweight,3,Southpaw,26.0,182.88,182.88,Orthodox,24.0,172.72,177.8
1930,Juliana Lima,Ericka Almeida,Red,Women's Strawweight,3,Orthodox,33.0,165.1,165.1,,26.0,167.64,172.72
1931,Luiz Dutra,Tom Breese,Blue,Welterweight,3,Orthodox,33.0,180.34,180.34,Southpaw,23.0,190.5,185.42
1932,Anthony Johnson,Daniel Cormier,Blue,Light Heavyweight,5,Orthodox,31.0,187.96,198.12,Orthodox,36.0,180.34,182.88
1933,Chris Weidman,Vitor Belfort,Red,Middleweight,5,Orthodox,30.0,187.96,198.12,Southpaw,38.0,182.88,187.96
1934,Donald Cerrone,John Makdessi,Red,Lightweight,3,Orthodox,32.0,185.42,185.42,Orthodox,30.0,172.72,172.72
1935,Travis Browne,Andrei Arlovski,Blue,Heavyweight,3,Orthodox,32.0,198.12,200.66,Orthodox,36.0,190.5,195.58
1936,Joseph Benavidez,John Moraga,Red,Flyweight,3,Southpaw,30.0,162.56,165.1,Orthodox,31.0,167.64,167.64
1937,John Dodson,Zach Makovsky,Red,Flyweight,3,Orthodox,30.0,160.02,167.64,Southpaw,32.0,162.56,162.56
1938,Dong Hyun Kim,Joshua Burkman,Red,Welterweight,3,Southpaw,33.0,187.96,193.04,Orthodox,35.0,177.8,182.88
1939,Uriah Hall,Rafael Natal,Blue,Middleweight,3,Orthodox,30.0,182.88,200.66,Orthodox,32.0,182.88,193.04
1940,Mike Pyle,Colby Covington,Blue,Welterweight,3,Orthodox,39.0,182.88,187.96,Orthodox,27.0,180.34,182.88
1941,Islam Makhachev,Leo Kuntz,Red,Lightweight,3,Orthodox,23.0,177.8,177.8,Orthodox,31.0,177.8,187.96
1942,Justin Scoggins,Joshua Sampo,Red,Flyweight,3,Southpaw,23.0,170.18,167.64,Orthodox,30.0,162.56,162.56
1943,Frankie Edgar,Urijah Faber,Red,Featherweight,5,Orthodox,33.0,167.64,172.72,Orthodox,36.0,167.64,170.18
1944,Gegard Mousasi,Costas Philippou,Red,Middleweight,3,Orthodox,29.0,187.96,193.04,Orthodox,35.0,180.34,185.42
1945,Mark Munoz,Luke Barnatt,Red,Middleweight,3,Orthodox,37.0,182.88,182.88,Orthodox,27.0,198.12,195.58
1946,Hyun Gyu Lim,Neil Magny,Blue,Welterweight,3,Orthodox,30.0,190.5,195.58,Orthodox,27.0,190.5,203.2
1947,Phillipe Nover,Yui Chul Nam,Red,Featherweight,3,Orthodox,31.0,175.26,182.88,Orthodox,33.0,175.26,175.26
1948,Mark Eddiva,Levan Makashvili,Blue,Featherweight,3,Orthodox,29.0,172.72,172.72,Orthodox,26.0,172.72,172.72
1949,Tae Hyun Bang,Jon Tuck,Blue,Lightweight,3,Switch,32.0,175.26,180.34,Orthodox,30.0,180.34,185.42
1950,Zhang Lipeng,Kajan Johnson,Blue,Lightweight,3,Southpaw,25.0,180.34,180.34,Orthodox,31.0,180.34,190.5
1951,Li Jingliang,Dhiego Lima,Red,Welterweight,3,Orthodox,27.0,182.88,180.34,Orthodox,26.0,187.96,187.96
1952,Ning Guangyou,Royston Wee,Red,Bantamweight,3,Southpaw,33.0,162.56,162.56,Orthodox,28.0,170.18,170.18
1953,Roldan Sangcha-an,Jon Delos Reyes,Blue,Flyweight,3,Orthodox,24.0,162.56,165.1,Orthodox,27.0,167.64,170.18
1954,Nolan Ticman,Yao Zhikui,Blue,Flyweight,3,Orthodox,26.0,167.64,175.26,Orthodox,24.0,165.1,162.56
1955,Stipe Miocic,Mark Hunt,Red,Heavyweight,5,Orthodox,32.0,193.04,203.2,Orthodox,41.0,177.8,182.88
1956,Brad Tavares,Robert Whittaker,Blue,Middleweight,3,Orthodox,27.0,185.42,187.96,Orthodox,24.0,182.88,185.42
1957,Anthony Perosh,Sean O'Connell,Blue,Light Heavyweight,3,Orthodox,42.0,190.5,190.5,Orthodox,31.0,185.42,187.96
1958,Jake Matthews,James Vick,Blue,Lightweight,3,Orthodox,20.0,180.34,185.42,Orthodox,28.0,190.5,193.04
1959,Hatsu Hioki,Dan Hooker,Blue,Featherweight,3,Orthodox,31.0,180.34,177.8,Switch,25.0,182.88,190.5
1960,Kyle Noke,Jonavin Webb,Red,Welterweight,3,Southpaw,35.0,185.42,193.04,Orthodox,26.0,177.8,180.34
1961,Daniel Kelly,Sam Alvey,Blue,Middleweight,3,Southpaw,37.0,182.88,177.8,Southpaw,29.0,187.96,190.5
1962,Bec Rawlings,Lisa Ellis,Red,Women's Strawweight,3,Orthodox,26.0,167.64,162.56,,32.0,162.56,157.48
1963,Dylan Andrews,Bradley Scott,Blue,Middleweight,3,Switch,35.0,185.42,185.42,,25.0,185.42,193.04
1964,Alex Chambers,Kailin Curran,Red,Women's Strawweight,3,,36.0,160.02,160.02,Orthodox,24.0,162.56,165.1
1965,Vik Grujic,Brendan O'Reilly,Blue,Welterweight,3,Orthodox,38.0,180.34,185.42,Orthodox,27.0,170.18,175.26
1966,Alptekin Ozkilic,Ben Nguyen,Blue,Flyweight,3,Orthodox,29.0,165.1,165.1,Switch,26.0,165.1,165.1
1967,Demetrious Johnson,Kyoji Horiguchi,Red,Flyweight,5,Orthodox,28.0,160.02,167.64,Orthodox,24.0,165.1,167.64
1968,Rampage Jackson,Fabio Maldonado,Red,Catch Weight,3,Orthodox,36.0,185.42,185.42,Orthodox,35.0,185.42,190.5
1969,Michael Bisping,CB Dollaway,Red,Middleweight,3,Orthodox,36.0,185.42,190.5,Orthodox,31.0,187.96,193.04
1970,John Makdessi,Shane Campbell,Red,Catch Weight,3,Orthodox,29.0,172.72,172.72,Orthodox,28.0,182.88,180.34
1971,Yves Jabouin,Thomas Almeida,Blue,Bantamweight,3,Orthodox,35.0,170.18,172.72,Southpaw,23.0,170.18,177.8
1972,Patrick Cote,Joe Riggs,Red,Welterweight,3,Orthodox,35.0,180.34,180.34,Southpaw,32.0,182.88,177.8
1973,Alexis Davis,Sarah Kaufman,Red,Women's Bantamweight,3,Orthodox,30.0,167.64,172.72,Orthodox,29.0,165.1,170.18
1974,Chad Laprise,Bryan Barberena,Red,Lightweight,3,Orthodox,28.0,177.8,180.34,Southpaw,25.0,182.88,182.88
1975,Olivier Aubin-Mercier,David Michaud,Red,Lightweight,3,Southpaw,26.0,175.26,177.8,Orthodox,26.0,175.26,182.88
1976,Nordine Taleb,Chris Clements,Red,Welterweight,3,Orthodox,33.0,185.42,187.96,Orthodox,39.0,177.8,177.8
1977,Jessica Rakoczy,Valerie Letourneau,Blue,Women's Strawweight,3,Orthodox,38.0,170.18,172.72,Orthodox,31.0,170.18,172.72
1978,Randa Markos,Aisling Daly,Red,Women's Strawweight,3,Orthodox,29.0,162.56,160.02,,27.0,157.48000000000005,162.56
1979,Lyoto Machida,Luke Rockhold,Blue,Middleweight,5,Southpaw,36.0,185.42,187.96,Southpaw,30.0,190.5,195.58
1980,Jacare Souza,Chris Camozzi,Red,Middleweight,3,Orthodox,35.0,185.42,182.88,Orthodox,28.0,187.96,193.04
1981,Cub Swanson,Max Holloway,Blue,Featherweight,3,Orthodox,31.0,172.72,177.8,Orthodox,23.0,180.34,175.26
1982,Felice Herrig,Paige VanZant,Blue,Women's Strawweight,3,Orthodox,30.0,162.56,165.1,Orthodox,21.0,162.56,165.1
1983,Jim Miller,Beneil Dariush,Blue,Lightweight,3,Southpaw,31.0,172.72,180.34,Southpaw,25.0,177.8,182.88
1984,Ovince Saint Preux,Patrick Cummins,Red,Light Heavyweight,3,Southpaw,32.0,190.5,203.2,Orthodox,34.0,187.96,193.04
1985,Corey Anderson,Gian Villante,Blue,Light Heavyweight,3,Orthodox,25.0,190.5,200.66,Orthodox,29.0,190.5,193.04
1986,Takeya Mizugaki,Aljamain Sterling,Blue,Bantamweight,3,Orthodox,31.0,170.18,172.72,Orthodox,25.0,170.18,180.34
1987,George Sullivan,Tim Means,Blue,Welterweight,3,Orthodox,34.0,182.88,185.42,Orthodox,31.0,187.96,190.5
1988,Diego Brandao,Jimy Hettes,Red,Featherweight,3,Orthodox,27.0,170.18,172.72,Southpaw,27.0,175.26,180.34
1989,Eddie Gordon,Chris Dempsey,Blue,Middleweight,3,Orthodox,31.0,182.88,193.04,Orthodox,27.0,177.8,182.88
1990,Gabriel Gonzaga,Mirko Cro Cop,Blue,Heavyweight,5,Orthodox,35.0,187.96,193.04,Southpaw,40.0,187.96,185.42
1991,Jimi Manuwa,Jan Blachowicz,Red,Light Heavyweight,3,Orthodox,35.0,185.42,200.66,Orthodox,32.0,187.96,198.12
1992,Pawel Pawlak,Sheldon Westcott,Red,Welterweight,3,Orthodox,26.0,182.88,185.42,Southpaw,30.0,185.42,180.34
1993,Joanne Calderwood,Maryna Moroz,Blue,Women's Strawweight,3,Orthodox,29.0,167.64,165.1,Orthodox,23.0,170.18,170.18
1994,Seth Baczynski,Leon Edwards,Blue,Welterweight,3,Orthodox,33.0,190.5,187.96,Southpaw,23.0,182.88,187.96
1995,Bartosz Fabinski,Garreth McLellan,Red,Middleweight,3,Orthodox,28.0,182.88,190.5,Southpaw,32.0,185.42,182.88
1996,Sergio Moraes,Mickael Lebout,Red,Welterweight,3,Orthodox,32.0,182.88,182.88,Orthodox,27.0,180.34,185.42
1997,Damian Stasiak,Yaotzin Meza,Blue,Featherweight,3,Orthodox,25.0,165.1,177.8,Orthodox,34.0,175.26,187.96
1998,Daniel Omielanczuk,Anthony Hamilton,Blue,Heavyweight,3,Southpaw,32.0,182.88,187.96,Orthodox,34.0,195.58,193.04
1999,Izabela Badurek,Alexandra Albu,Blue,Women's Strawweight,3,Orthodox,23.0,165.1,,Orthodox,24.0,157.48000000000005,160.02
2000,Marcin Bandel,Stevie Ray,Blue,Lightweight,3,Orthodox,25.0,177.8,177.8,Southpaw,25.0,177.8,177.8
2001,Taylor Lapilus,Rocky Lee,Red,Featherweight,3,Southpaw,23.0,167.64,185.42,Orthodox,28.0,175.26,172.72
2002,Chad Mendes,Ricardo Lamas,Red,Featherweight,5,Orthodox,29.0,167.64,167.64,Orthodox,32.0,172.72,180.34
2003,Jorge Masvidal,Al Iaquinta,Blue,Lightweight,3,Orthodox,30.0,180.34,187.96,Orthodox,27.0,177.8,177.8
2004,Michael Chiesa,Mitch Clarke,Red,Lightweight,3,Southpaw,27.0,185.42,190.5,Orthodox,29.0,177.8,185.42
2005,Julianna Pena,Milana Dudieva,Red,Women's Bantamweight,3,,25.0,167.64,175.26,Orthodox,25.0,160.02,154.94
2006,Clay Guida,Robert Peralta,Red,Featherweight,3,Orthodox,33.0,170.18,177.8,Orthodox,29.0,172.72,180.34
2007,Dustin Poirier,Diego Ferreira,Red,Lightweight,3,Southpaw,26.0,175.26,182.88,Orthodox,30.0,175.26,187.96
2008,Liz Carmouche,Lauren Murphy,Red,Women's Bantamweight,3,Orthodox,31.0,167.64,167.64,Orthodox,31.0,170.18,170.18
2009,Gray Maynard,Alexander Yakovlev,Blue,Lightweight,3,Orthodox,35.0,175.26,177.8,Southpaw,30.0,190.5,187.96
2010,Shamil Abdurakhimov,Tim Johnson,Blue,Heavyweight,3,Orthodox,33.0,190.5,193.04,Southpaw,30.0,190.5,195.58
2011,Ron Stallings,Justin Jones,Red,Middleweight,3,Southpaw,32.0,187.96,190.5,Orthodox,27.0,180.34,198.12
2012,Demian Maia,Ryan LaFlare,Red,Welterweight,5,Southpaw,37.0,185.42,182.88,Southpaw,31.0,185.42,187.96
2013,Erick Silva,Josh Koscheck,Red,Welterweight,3,Orthodox,30.0,182.88,187.96,Orthodox,37.0,177.8,185.42
2014,Leonardo Santos,Anthony Rocco Martin,Red,Lightweight,3,Orthodox,35.0,182.88,190.5,Orthodox,25.0,182.88,185.42
2015,Amanda Nunes,Shayna Baszler,Red,Women's Bantamweight,3,Orthodox,26.0,172.72,175.26,Orthodox,34.0,170.18,170.18
2016,Gilbert Burns,Alex Oliveira,Red,Lightweight,3,Orthodox,28.0,177.8,180.34,Orthodox,27.0,180.34,193.04
2017,Godofredo Pepey,Andre Fili,Red,Featherweight,3,Orthodox,27.0,170.18,185.42,Orthodox,24.0,180.34,187.96
2018,Francisco Trinaldo,Akbarh Arreola,Red,Lightweight,3,Southpaw,36.0,175.26,177.8,Southpaw,32.0,177.8,180.34
2019,Kevin Souza,Katsunori Kikuno,Red,Featherweight,3,Orthodox,30.0,182.88,187.96,Orthodox,33.0,172.72,167.64
2021,Leonardo Mafra,Cain Carrizosa,Red,Lightweight,3,Orthodox,25.0,177.8,177.8,Orthodox,28.0,172.72,187.96
2022,Jorge de Oliveira,Christos Giagos,Blue,Lightweight,3,Orthodox,35.0,172.72,180.34,Orthodox,25.0,177.8,180.34
2023,Bentley Syler,Fredy Serrano,Blue,Flyweight,3,Orthodox,32.0,162.56,172.72,Orthodox,35.0,160.02,165.1
2024,Anthony Pettis,Rafael Dos Anjos,Blue,Lightweight,5,Orthodox,28.0,177.8,182.88,Southpaw,30.0,172.72,177.8
2025,Carla Esparza,Joanna Jedrzejczyk,Blue,Women's Strawweight,5,,27.0,154.94,160.02,Orthodox,27.0,167.64,165.1
2026,Johny Hendricks,Matt Brown,Red,Welterweight,3,Southpaw,31.0,175.26,175.26,Orthodox,34.0,182.88,190.5
2027,Roy Nelson,Alistair Overeem,Blue,Heavyweight,3,Orthodox,38.0,182.88,182.88,Orthodox,34.0,193.04,203.2
2028,Chris Cariaso,Henry Cejudo,Blue,Flyweight,3,Southpaw,33.0,160.02,160.02,Orthodox,28.0,162.56,162.56
2029,Ross Pearson,Sam Stout,Red,Lightweight,3,Orthodox,30.0,172.72,175.26,Orthodox,30.0,175.26,177.8
2030,Elias Theodorou,Roger Narvaez,Red,Middleweight,3,Orthodox,26.0,185.42,190.5,Southpaw,31.0,190.5,200.66
2031,Daron Cruickshank,Beneil Dariush,Blue,Lightweight,3,Switch,29.0,172.72,182.88,Southpaw,25.0,177.8,182.88
2032,Jared Rosholt,Josh Copeland,Red,Heavyweight,3,Orthodox,28.0,187.96,190.5,Orthodox,32.0,185.42,190.5
2033,Sergio Pettis,Ryan Benoit,Blue,Flyweight,3,Orthodox,21.0,167.64,175.26,Orthodox,25.0,165.1,172.72
2034,Jake Lindsey,Joe Duffy,Blue,Lightweight,3,Switch,28.0,180.34,180.34,Orthodox,27.0,177.8,185.42
2035,Larissa Pacheco,Germaine de Randamie,Blue,Women's Bantamweight,3,Orthodox,20.0,170.18,175.26,Orthodox,30.0,175.26,180.34
2036,Ronda Rousey,Cat Zingano,Red,Women's Bantamweight,5,Orthodox,28.0,170.18,172.72,Southpaw,32.0,167.64,172.72
2037,Raquel Pennington,Holly Holm,Blue,Women's Bantamweight,3,Orthodox,26.0,170.18,170.18,Southpaw,33.0,172.72,175.26
2038,Jake Ellenberger,Josh Koscheck,Red,Welterweight,3,Orthodox,29.0,175.26,180.34,Orthodox,37.0,177.8,185.42
2039,Alan Jouban,Richard Walsh,Red,Welterweight,3,Southpaw,33.0,182.88,185.42,,26.0,182.88,185.42
2040,Tony Ferguson,Gleison Tibau,Red,Lightweight,3,Orthodox,31.0,180.34,193.04,Southpaw,31.0,177.8,180.34
2041,Mark Munoz,Roan Carneiro,Blue,Middleweight,3,Orthodox,37.0,182.88,182.88,Orthodox,36.0,180.34,187.96
2043,Dhiego Lima,Tim Means,Blue,Welterweight,3,Orthodox,26.0,187.96,187.96,Orthodox,31.0,187.96,190.5
2044,Derrick Lewis,Ruan Potts,Red,Heavyweight,3,Orthodox,30.0,190.5,200.66,Orthodox,37.0,187.96,190.5
2045,James Krause,Valmir Lazaro,Blue,Lightweight,3,Orthodox,28.0,187.96,185.42,Orthodox,29.0,182.88,185.42
2046,Masio Fullen,Alex Torres,Red,Featherweight,3,Orthodox,28.0,177.8,177.8,Orthodox,26.0,177.8,177.8
2047,Antonio Silva,Frank Mir,Blue,Heavyweight,5,Orthodox,35.0,193.04,203.2,Southpaw,35.0,190.5,200.66
2048,Edson Barboza,Michael Johnson,Blue,Lightweight,3,Orthodox,29.0,180.34,190.5,Southpaw,28.0,177.8,185.42
2049,Cezar Ferreira,Sam Alvey,Blue,Middleweight,3,Southpaw,30.0,185.42,198.12,Southpaw,28.0,187.96,190.5
2050,Rustam Khabilov,Adriano Martins,Blue,Lightweight,3,Orthodox,28.0,172.72,185.42,Southpaw,32.0,177.8,182.88
2051,Iuri Alcantara,Frankie Saenz,Blue,Bantamweight,3,Southpaw,34.0,175.26,180.34,Orthodox,34.0,167.64,167.64
2052,Santiago Ponzinibbio,Sean Strickland,Red,Welterweight,3,Orthodox,28.0,182.88,185.42,Orthodox,23.0,185.42,193.04
2053,Jessica Andrade,Marion Reneau,Blue,Women's Bantamweight,3,Orthodox,23.0,154.94,157.48,Orthodox,37.0,167.64,172.72
2054,William Patolino,Matt Dwyer,Blue,Welterweight,3,Orthodox,23.0,180.34,190.5,Orthodox,25.0,193.04,193.04
2055,Tiago Trator,Mike de la Torre,Blue,Featherweight,3,Orthodox,27.0,175.26,177.8,Orthodox,28.0,180.34,180.34
2056,Douglas Silva de Andrade,Cody Gibson,Red,Bantamweight,3,Orthodox,29.0,170.18,172.72,Orthodox,27.0,177.8,180.34
2057,Ivan Jorge,Josh Shockley,Red,Lightweight,3,Orthodox,34.0,175.26,185.42,Orthodox,25.0,185.42,187.96
2058,Benson Henderson,Brandon Thatch,Red,Welterweight,5,Southpaw,31.0,175.26,177.8,Switch,29.0,187.96,187.96
2059,Max Holloway,Cole Miller,Red,Featherweight,3,Orthodox,23.0,180.34,175.26,Orthodox,30.0,185.42,187.96
2060,Neil Magny,Kiichi Kunimoto,Red,Welterweight,3,Orthodox,27.0,190.5,203.2,Orthodox,33.0,177.8,180.34
2061,Daniel Kelly,Patrick Walsh,Red,Middleweight,3,Southpaw,37.0,182.88,177.8,,26.0,180.34,180.34
2062,Michel Prazeres,Kevin Lee,Blue,Lightweight,3,Orthodox,33.0,167.64,170.18,Orthodox,22.0,175.26,195.58
2063,Ray Borg,Chris Kelades,Red,Flyweight,3,Orthodox,21.0,162.56,160.02,Orthodox,33.0,170.18,172.72
2064,Efrain Escudero,Rodrigo de Lima,Red,Lightweight,3,Orthodox,29.0,175.26,177.8,Orthodox,23.0,170.18,190.5
2065,Chas Skelly,Jim Alers,Red,Featherweight,3,Orthodox,29.0,180.34,182.88,Orthodox,28.0,175.26,180.34
2066,Zach Makovsky,Tim Elliott,Red,Flyweight,3,Southpaw,31.0,162.56,162.56,Southpaw,28.0,170.18,167.64
2067,James Moontasri,Cody Pfister,Red,Lightweight,3,Switch,26.0,177.8,180.34,Orthodox,24.0,177.8,185.42
2069,Tyron Woodley,Kelvin Gastelum,Red,Welterweight,3,Orthodox,32.0,175.26,187.96,Southpaw,23.0,175.26,180.34
2070,Joe Lauzon,Al Iaquinta,Blue,Lightweight,3,Orthodox,30.0,177.8,180.34,Orthodox,27.0,177.8,177.8
2071,Thales Leites,Tim Boetsch,Red,Middleweight,3,Orthodox,33.0,185.42,198.12,Orthodox,34.0,182.88,187.96
2072,Jordan Mein,Thiago Alves,Blue,Welterweight,3,Orthodox,25.0,182.88,185.42,Orthodox,31.0,175.26,177.8
2073,Miesha Tate,Sara McMann,Red,Women's Bantamweight,3,Orthodox,28.0,167.64,165.1,Orthodox,34.0,167.64,167.64
2074,Ed Herman,Derek Brunson,Blue,Middleweight,3,Orthodox,34.0,185.42,195.58,Southpaw,31.0,185.42,195.58
2075,Ian McCall,John Lineker,Blue,Flyweight,3,Orthodox,30.0,165.1,162.56,Orthodox,24.0,160.02,170.18
2076,Rafael Natal,Tom Watson,Red,Middleweight,3,Orthodox,32.0,182.88,193.04,Orthodox,32.0,185.42,185.42
2077,Richardson Moreira,Ildemar Alcantara,Blue,Middleweight,3,Orthodox,30.0,187.96,182.88,Orthodox,32.0,187.96,198.12
2078,Thiago Santos,Andy Enz,Red,Middleweight,3,Orthodox,31.0,187.96,193.04,Orthodox,23.0,190.5,198.12
2079,Alexander Gustafsson,Anthony Johnson,Blue,Light Heavyweight,5,Orthodox,28.0,195.58,200.66,Orthodox,30.0,187.96,198.12
2080,Dan Henderson,Gegard Mousasi,Blue,Middleweight,3,Orthodox,44.0,180.34,187.96,Orthodox,29.0,187.96,193.04
2081,Phil Davis,Ryan Bader,Blue,Light Heavyweight,3,Orthodox,30.0,187.96,200.66,Orthodox,31.0,187.96,187.96
2082,Akira Corassani,Sam Sicilia,Blue,Featherweight,3,Orthodox,32.0,172.72,172.72,Orthodox,28.0,172.72,170.18
2083,Nico Musoke,Albert Tumenov,Blue,Welterweight,3,Orthodox,28.0,182.88,190.5,Orthodox,23.0,180.34,185.42
2084,Kenny Robertson,Sultan Aliev,Red,Welterweight,3,Orthodox,30.0,177.8,187.96,Orthodox,30.0,180.34,187.96
2085,Andy Ogle,Makwan Amirkhani,Blue,Featherweight,3,Orthodox,25.0,172.72,175.26,Southpaw,26.0,177.8,182.88
2086,Nikita Krylov,Stanislav Nedkov,Red,Light Heavyweight,3,Orthodox,22.0,190.5,195.58,Orthodox,33.0,180.34,180.34
2087,Mairbek Taisumov,Anthony Christodoulou,Red,Lightweight,3,Orthodox,26.0,175.26,185.42,Orthodox,27.0,175.26,182.88
2088,Mirsad Bektic,Paul Redmond,Red,Featherweight,3,Orthodox,23.0,172.72,177.8,Orthodox,28.0,177.8,177.8
2089,Viktor Pesta,Konstantin Erokhin,Red,Heavyweight,3,Orthodox,24.0,190.5,195.58,Orthodox,31.0,180.34,185.42
2090,Neil Seery,Chris Beal,Red,Flyweight,3,Orthodox,35.0,162.56,162.56,Orthodox,29.0,170.18,175.26
2091,Conor McGregor,Dennis Siver,Red,Featherweight,5,Southpaw,26.0,175.26,187.96,Orthodox,36.0,167.64,177.8
2092,Donald Cerrone,Benson Henderson,Red,Lightweight,3,Orthodox,31.0,185.42,185.42,Southpaw,31.0,175.26,177.8
2093,Uriah Hall,Ron Stallings,Red,Middleweight,3,Orthodox,30.0,182.88,200.66,Southpaw,31.0,187.96,190.5
2094,Norman Parke,Gleison Tibau,Blue,Lightweight,3,,28.0,180.34,177.8,Southpaw,31.0,177.8,180.34
2095,Cathal Pendred,Sean Spencer,Red,Welterweight,3,Orthodox,27.0,185.42,190.5,,27.0,177.8,190.5
2096,John Howard,Lorenz Larkin,Blue,Welterweight,3,Orthodox,31.0,170.18,180.34,Orthodox,28.0,180.34,182.88
2097,Zhang Lipeng,Chris Wade,Blue,Lightweight,3,Southpaw,24.0,180.34,180.34,Orthodox,27.0,177.8,177.8
2098,Paddy Holohan,Shane Howell,Red,Flyweight,3,Orthodox,26.0,177.8,175.26,Orthodox,31.0,172.72,175.26
2099,Johnny Case,Frankie Perez,Red,Lightweight,3,Orthodox,25.0,177.8,182.88,Orthodox,25.0,180.34,185.42
2100,Charles Rosa,Sean Soriano,Red,Featherweight,3,Switch,28.0,175.26,175.26,Orthodox,25.0,175.26,177.8
2101,Matt Van Buren,Sean O'Connell,Blue,Light Heavyweight,3,,28.0,195.58,193.04,Orthodox,31.0,185.42,187.96
2102,Tateki Matsuda,Joby Sanchez,Blue,Flyweight,3,Orthodox,28.0,170.18,165.1,Orthodox,23.0,167.64,172.72
2103,Jon Jones,Daniel Cormier,Red,Light Heavyweight,5,Orthodox,27.0,193.04,213.36,Orthodox,35.0,180.34,182.88
2104,Donald Cerrone,Myles Jury,Red,Lightweight,3,Orthodox,31.0,185.42,185.42,Orthodox,26.0,177.8,185.42
2105,Brad Tavares,Nate Marquardt,Red,Middleweight,3,Orthodox,27.0,185.42,187.96,Orthodox,35.0,182.88,187.96
2106,Kyoji Horiguchi,Louis Gaudinot,Red,Flyweight,3,Orthodox,24.0,165.1,167.64,Orthodox,30.0,160.02,160.02
2108,Danny Castillo,Paul Felder,Blue,Lightweight,3,Orthodox,35.0,175.26,180.34,Orthodox,30.0,180.34,177.8
2109,Marcus Brimage,Cody Garbrandt,Blue,Bantamweight,3,Southpaw,29.0,162.56,180.34,Orthodox,23.0,172.72,165.1
2110,Shawn Jordan,Jared Cannonier,Red,Heavyweight,3,Southpaw,30.0,182.88,190.5,Switch,30.0,180.34,195.58
2111,Evan Dunham,Rodrigo Damm,Red,Lightweight,3,Southpaw,33.0,177.8,177.8,Orthodox,34.0,170.18,180.34
2112,Omari Akhmedov,Mats Nilsson,Red,Welterweight,3,Orthodox,27.0,182.88,185.42,Orthodox,31.0,185.42,187.96
2113,Alexis Dufresne,Marion Reneau,Blue,Women's Bantamweight,3,Orthodox,24.0,175.26,172.72,Orthodox,37.0,167.64,172.72
2114,Lyoto Machida,CB Dollaway,Red,Middleweight,5,Southpaw,36.0,185.42,187.96,Orthodox,31.0,187.96,193.04
2115,Renan Barao,Mitch Gagnon,Red,Bantamweight,3,Orthodox,27.0,167.64,177.8,Southpaw,30.0,165.1,165.1
2116,Antonio Carlos Junior,Patrick Cummins,Blue,Light Heavyweight,3,Orthodox,24.0,187.96,200.66,Orthodox,34.0,187.96,193.04
